LFQ intensity M10/S1	LFQ intensity M10/S2	LFQ intensity M10/S3	LFQ intensity M10/S5	LFQ intensity M11/G1	LFQ intensity M11/G2	LFQ intensity M11/G4	LFQ intensity M11/G5	LFQ intensity M12/S1	LFQ intensity M12/S4	LFQ intensity M13/G1	LFQ intensity M13/G2	LFQ intensity M13/G3	LFQ intensity M13/G4	LFQ intensity M13/G5	LFQ intensity M14/S3	LFQ intensity M14/S4	LFQ intensity M14/S5	LFQ intensity M15/S1	LFQ intensity M15/S10	LFQ intensity M15/S11	LFQ intensity M15/S2	LFQ intensity M15/S3	LFQ intensity M15/S4	LFQ intensity M15/S5	LFQ intensity M15/S6	LFQ intensity M15/S7	LFQ intensity M15/S8	LFQ intensity M15/S9	LFQ intensity M16/G1	LFQ intensity M16/G2	LFQ intensity M16/G3	LFQ intensity M16/G4	LFQ intensity M16/G5	LFQ intensity M17/G1	LFQ intensity M17/G2	LFQ intensity M17/G3	LFQ intensity M17/G4	LFQ intensity M17/G5	LFQ intensity M18/S1	LFQ intensity M18/S2	LFQ intensity M18/S3	LFQ intensity M18/S4	LFQ intensity M19/S1	LFQ intensity M19/S2	LFQ intensity M19/S3	LFQ intensity M19/S4	LFQ intensity M19/S5	LFQ intensity M19/S6	LFQ intensity M20/G1	LFQ intensity M20/G2	LFQ intensity M20/G3	LFQ intensity M20/G4	LFQ intensity M20/G5	LFQ intensity M20/G6	LFQ intensity M21/G2	LFQ intensity M21/G3	LFQ intensity M21/G4	LFQ intensity M23/G1	LFQ intensity M23/G10	LFQ intensity M23/G2	LFQ intensity M23/G3	LFQ intensity M23/G4	LFQ intensity M23/G5	LFQ intensity M23/G6	LFQ intensity M23/G7	LFQ intensity M23/G8	LFQ intensity M23/G9	LFQ intensity M24/S3	LFQ intensity M24/S4	LFQ intensity M24/S8	LFQ intensity M25/G1	LFQ intensity M25/G2	LFQ intensity M25/G3	LFQ intensity M25/G5	LFQ intensity M25/G6	LFQ intensity M25/G7	LFQ intensity M26/S1	LFQ intensity M26/S2	LFQ intensity M26/S3	LFQ intensity M26/S4	LFQ intensity M27/S1	LFQ intensity M27/S2	LFQ intensity M27/S3	LFQ intensity M27/S4	LFQ intensity M27/S5	LFQ intensity M27/S6	LFQ intensity M29/S1	LFQ intensity M29/S2	LFQ intensity M29/S3	LFQ intensity M29/S4	LFQ intensity M4/G1	LFQ intensity M4/G2	LFQ intensity M4/G3	LFQ intensity M4/G4	LFQ intensity M5/S1	LFQ intensity M5/S2	LFQ intensity M5/S3	LFQ intensity M5/S4	LFQ intensity M5/S5	LFQ intensity M5/S6	LFQ intensity M6/G1	LFQ intensity M6/G2	LFQ intensity M6/G3	LFQ intensity M6/G4	LFQ intensity M6/G5	LFQ intensity M6/G6	LFQ intensity M6/G7	LFQ intensity M6/G8	LFQ intensity M6/G9	LFQ intensity M7/S1	LFQ intensity M7/S3	LFQ intensity M7/S4	LFQ intensity M7/S5	LFQ intensity M7/S6	LFQ intensity M8/G1	LFQ intensity M8/G2	LFQ intensity M8/G3	LFQ intensity M8/G4	LFQ intensity M8/G5	LFQ intensity M8/G6	LFQ intensity M9/S1	LFQ intensity M9/S10	LFQ intensity M9/S11	LFQ intensity M9/S12	LFQ intensity M9/S3	LFQ intensity M9/S4	LFQ intensity M9/S6	LFQ intensity M9/S7	LFQ intensity M9/S8	LFQ intensity M9/S9	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names
203310000	150110000	63484000	67459000	92121000	96084000	134360000	118050000	89196000	134110000	91756000	114310000	104090000	87309000	107360000	82213000	64650000	106340000	97834000	118970000	164120000	106430000	85603000	133860000	125650000	89425000	90671000	145640000	86181000	102560000	128440000	94024000	173720000	132680000	168330000	99704000	95212000	132000000	139530000	142390000	90668000	120410000	295120000	122210000	122380000	88968000	91048000	77570000	106760000	120040000	82037000	129390000	111110000	124000000	114840000	160780000	130200000	134150000	128280000	112780000	97652000	115710000	138840000	123680000	80822000	210110000	153440000	82151000	132060000	88821000	104340000	112280000	136470000	95445000	103030000	107460000	122910000	183450000	63177000	96697000	87023000	216540000	109400000	136110000	117730000	130510000	88085000	94048000	139170000	84753000	117570000	89913000	104230000	115720000	80921000	121760000	87205000	73867000	112880000	88301000	111700000	84450000	127040000	107580000	129600000	92126000	135980000	132930000	127550000	100770000	123730000	83937000	199140000	136950000	91097000	130950000	114240000	131470000	124010000	95456000	141240000	101810000	128550000	112090000	113250000	127830000	97954000	149930000	131760000	126930000	72147000	14	14	14	46.1	46.1	46.1	36.539	0	227.61	7349600000	816	A1L3B8;P26516	A1L3B8;P26516	26S proteasome non-ATPase regulatory subunit 7	Psmd7
78971000	32179000	143410000	132900000	129510000	96124000	73406000	128550000	108370000	74028000	105760000	99050000	78562000	91872000	69372000	91752000	128010000	87723000	93658000	90122000	128330000	72600000	160360000	56429000	114320000	126360000	96174000	70596000	99567000	128670000	93054000	110590000	50176000	102020000	69087000	116330000	72707000	74679000	123120000	134600000	112030000	75596000	67390000	85925000	110070000	113510000	105950000	123500000	119980000	70215000	49468000	67923000	103030000	83252000	92311000	94133000	91852000	69973000	84870000	93398000	105610000	102700000	89724000	94086000	104190000	45517000	71465000	106840000	78356000	88206000	85645000	115200000	84851000	74298000	127470000	60776000	94805000	93322000	124080000	88992000	116330000	13472000	104810000	77339000	85002000	115470000	85936000	116520000	101460000	107150000	96069000	95521000	105430000	87507000	104490000	78361000	112790000	160280000	107770000	145520000	192820000	109800000	111710000	120480000	76808000	84802000	73658000	107170000	77964000	120050000	81285000	85229000	49751000	74252000	16806000	147280000	121650000	130620000	72956000	101400000	103540000	107180000	91923000	110240000	82135000	111310000	110520000	98630000	62862000	89011000	126930000	14	14	14	59	59	59	24.72	0	56.602	6271300000	508	Q9CR00;Q3THC1;Q3ULI3;Q9CZZ4;A0A0G2JGN6	Q9CR00;Q3THC1;Q3ULI3;Q9CZZ4;A0A0G2JGN6	26S proteasome non-ATPase regulatory subunit 9	Psmd9
764780000	298500000	476550000	557760000	218100000	575940000	282200000	355880000	325160000	228120000	561580000	324080000	375440000	262730000	385370000	438990000	294860000	497720000	527440000	310960000	516080000	414850000	494120000	267660000	326150000	331690000	568880000	349890000	378160000	330100000	514650000	425540000	282080000	410070000	283980000	594030000	152000000	524830000	482220000	248100000	189990000	235890000	172990000	466070000	321430000	318980000	410170000	321530000	302470000	539210000	207360000	218830000	482310000	331890000	363290000	135810000	296980000	245640000	206440000	339090000	334840000	280620000	281590000	318290000	440630000	306130000	488740000	438640000	390930000	294910000	268600000	312680000	277650000	275860000	290880000	275080000	571670000	263380000	315260000	342180000	379170000	192370000	248820000	316000000	389740000	370540000	520280000	457010000	265470000	478150000	243860000	202880000	395960000	347620000	588730000	550280000	616540000	318220000	337220000	381170000	260440000	478010000	299000000	398810000	432230000	260850000	481890000	377770000	274230000	293430000	427790000	227880000	242200000	331170000	181310000	330100000	453640000	715500000	276410000	350360000	310920000	349400000	354180000	380270000	528280000	464200000	338140000	435350000	605800000	332890000	353440000	14	14	14	44.2	44.2	44.2	26.092	0	267.05	24007000000	1194	G3UXY0;G3X9K9;G3UXZ5;Q5HZK3;P97371;G3UWN9	G3UXY0;G3X9K9;G3UXZ5;Q5HZK3;P97371;G3UWN9	Proteasome activator complex subunit 1	Psme1
57240000	24691000	0	26100000	31537000	21154000	51194000	24656000	29151000	35398000	19422000	17778000	21431000	26588000	19075000	42962000	26574000	26699000	22655000	26360000	0	0	24387000	50520000	25010000	31194000	29337000	30271000	25550000	30302000	32886000	33409000	34992000	25400000	24838000	28627000	0	39208000	36335000	23647000	41515000	62596000	0	46560000	33104000	17597000	37947000	20791000	23272000	28101000	15190000	49963000	28510000	24002000	0	35441000	29684000	44944000	46964000	26026000	38640000	21195000	20118000	36604000	17629000	19842000	35412000	20925000	74559000	19132000	19938000	27090000	0	0	32543000	26328000	33741000	28291000	16207000	25871000	21253000	15984000	20751000	24536000	36827000	18806000	21273000	48026000	40805000	24635000	30856000	0	22323000	22364000	22257000	33081000	27264000	22236000	27809000	16170000	29000000	40056000	34377000	18735000	24612000	23006000	34530000	30990000	18199000	34020000	30200000	40957000	44639000	25921000	0	31369000	17851000	36367000	23603000	19030000	32024000	37368000	36452000	40754000	27600000	39932000	21915000	49543000	32077000	30980000	33449000	14	14	14	28	28	28	63.584	0	47.39	1793100000	214	Q8C2E3;Q7TMW1;Q91YS2;Q6ZPH4;P46061;Q3ULJ9;Q3UZD8;Q9CW20	Q8C2E3;Q7TMW1;Q91YS2;Q6ZPH4;P46061;Q3ULJ9	Ran GTPase-activating protein 1	Rangap1
32384000	14593000	55291000	29747000	39069000	32343000	27423000	49880000	48877000	40101000	34690000	41313000	26610000	28398000	39480000	32393000	43012000	31335000	28462000	38177000	25623000	26033000	46198000	34227000	34064000	27382000	31598000	43779000	38000000	34403000	35580000	30499000	10165000	42597000	31071000	32242000	22743000	27112000	44315000	23114000	38133000	22336000	16700000	31020000	43677000	45610000	37295000	16835000	40298000	31072000	28857000	32272000	38487000	43442000	42308000	36507000	47219000	33209000	26782000	22740000	34860000	35907000	44363000	34468000	31519000	0	32624000	51920000	33350000	19403000	36222000	42302000	25752000	41973000	44204000	33567000	32336000	21702000	31535000	36914000	51251000	16311000	28394000	39544000	21583000	43335000	29241000	26570000	29616000	34956000	33088000	38327000	42661000	57290000	28673000	31483000	33529000	41052000	49910000	40976000	40588000	36899000	55142000	33823000	28803000	34230000	28473000	35663000	29152000	42626000	30143000	36150000	0	39728000	22114000	55534000	47436000	26221000	45509000	41904000	44325000	46374000	39333000	40731000	38155000	30390000	46265000	39289000	28723000	34211000	46864000	14	14	14	37.5	37.5	37.5	60.225	0	51.178	2365800000	317	Q8BTL4;Q548Y4;Q3U3Q8;Q04207;A4L9Q2;Q4U113	Q8BTL4;Q548Y4;Q3U3Q8;Q04207	Transcription factor p65	Rela
423790000	413810000	501610000	2513700000	403010000	786820000	1036200000	361730000	351730000	151400000	932490000	276410000	700110000	206980000	336690000	933970000	330060000	872970000	776320000	200010000	411370000	340400000	253550000	255580000	502140000	506260000	1209700000	295430000	395300000	299690000	816760000	939960000	232080000	380970000	124970000	706520000	203540000	765830000	199050000	777980000	561760000	1218900000	854640000	806440000	228330000	393090000	767790000	461880000	345560000	545160000	218100000	207250000	189630000	172180000	240700000	114990000	146570000	308660000	435410000	397210000	290970000	504520000	165600000	247740000	720000000	1415700000	612880000	429160000	828410000	272540000	295190000	275570000	322850000	314910000	339240000	199100000	758790000	287920000	635850000	359980000	337520000	1060300000	593830000	230140000	1317700000	304120000	849710000	1529200000	444710000	1162000000	498960000	145990000	346780000	195010000	1024500000	780990000	1119100000	435200000	473270000	377310000	270200000	1475700000	280400000	375850000	754760000	281440000	835470000	338440000	189690000	346240000	893510000	462220000	1917300000	299290000	350340000	169170000	338860000	1958100000	255990000	352080000	189320000	366190000	219030000	293340000	729740000	741060000	415920000	188000000	931360000	297760000	386120000	14	14	14	97.4	97.4	97.4	11.651	0	323.31	35680000000	1542	P99027	P99027	60S acidic ribosomal protein P2	Rplp2
685850000	257910000	461090000	1201300000	821670000	512350000	650930000	648040000	374220000	713750000	571560000	310620000	564320000	386830000	354340000	486530000	348540000	496520000	589190000	478350000	401800000	394710000	776880000	305500000	631990000	808140000	585300000	297100000	529130000	366970000	486290000	749720000	334040000	499260000	762660000	624290000	225970000	470740000	469770000	973940000	514930000	605890000	648880000	478220000	420300000	416150000	586260000	537790000	735090000	424600000	283440000	521700000	526040000	354160000	619700000	1212900000	512680000	404580000	264720000	466780000	553660000	683660000	286030000	509300000	479930000	367320000	394390000	428320000	541830000	592160000	269170000	534040000	422720000	271930000	864350000	244450000	392300000	310900000	463470000	467360000	420280000	132070000	666150000	415840000	823860000	594200000	493950000	884240000	948630000	698810000	702010000	218850000	412020000	429280000	605170000	455650000	555390000	879090000	519240000	708150000	1098400000	964770000	520120000	608300000	512860000	272030000	476480000	618790000	440550000	576900000	606950000	524810000	607380000	406830000	0	828680000	508110000	1005600000	256030000	539490000	570280000	481220000	444920000	702100000	481440000	443610000	530510000	690980000	503380000	722150000	512700000	14	14	14	70.4	70.4	70.4	15.524	0	323.31	35154000000	1324	Q5M9L7;Q8BT90;P63276;Q3TK12	Q5M9L7;Q8BT90;P63276;Q3TK12	40S ribosomal protein S17	Rps17
20258000	0	14473000	27095000	20043000	12849000	14516000	21162000	21318000	17935000	12038000	0	0	10891000	18928000	11791000	13493000	9843700	6771500	15334000	0	0	18280000	24135000	18307000	14210000	16009000	20829000	16518000	9920900	9911300	15122000	6848400	16662000	19126000	11395000	0	16931000	11718000	11330000	0	10140000	0	13527000	19170000	19701000	14863000	21347000	17380000	9736800	9784700	11238000	14468000	18284000	19022000	25262000	13393000	12730000	13287000	22217000	13680000	20391000	17093000	13916000	9514400	0	16639000	17612000	18689000	0	12717000	22847000	25349000	9662500	24643000	0	19995000	19076000	13198000	18697000	14388000	0	21454000	20173000	11431000	18413000	9768300	15066000	15001000	9639900	13969000	12974000	12138000	21414000	11595000	12865000	12126000	24121000	20498000	16032000	20805000	12985000	15447000	20927000	14636000	10194000	8697100	19874000	16959000	19655000	14999000	15954000	18990000	14746000	0	18523000	19259000	22443000	13630000	12642000	25403000	19503000	15525000	12977000	10602000	13976000	12530000	13514000	17944000	11277000	18179000	14	14	14	15.5	15.5	15.5	161.75	0	43.179	976540000	172	E9PWW9;Q3V3T8;Q3UJ04;Q3UK64;A0A0U1RPA7;A0A0U1RP31	E9PWW9;Q3V3T8;Q3UJ04		Rsf1
12153000	0	0	20813000	14512000	16063000	12402000	22536000	13497000	14825000	11726000	10671000	0	8343900	13639000	12117000	16293000	11825000	5631000	11019000	0	10477000	22788000	0	17513000	9760500	16373000	14108000	15236000	14979000	8849600	18054000	0	22181000	12471000	17705000	0	8576100	8011100	6406900	17798000	9228800	0	14062000	18270000	16320000	15027000	28924000	21092000	8586500	12565000	13680000	9590600	9391500	10276000	14138000	20226000	15114000	13829000	17650000	12835000	29644000	17547000	10556000	0	0	12633000	13395000	17440000	10031000	16587000	12794000	14974000	0	22020000	25268000	14448000	27140000	10265000	15824000	11730000	0	14950000	12578000	11984000	16831000	12391000	18193000	18568000	11754000	10357000	11706000	9964900	9213400	7946500	11365000	13656000	27175000	18571000	23726000	21215000	14126000	15595000	12342000	9802400	0	12214000	14339000	11929000	9801900	11411000	12707000	0	14387000	0	20509000	20993000	11219000	16077000	14669000	15088000	18390000	10972000	14186000	12871000	13746000	21436000	13373000	12553000	14108000	17691000	14	14	14	21	21	21	80.796	0	14.462	890990000	92	A2AQ19;Q3UXG8	A2AQ19;Q3UXG8	RNA polymerase-associated protein RTF1 homolog	Rtf1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8947300	0	0	2581300	0	0	0	0	0	0	5018500	0	0	2979200	0	0	17696000	0	0	0	0	0	0	0	12374000	6708300	10697000	48277000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27344000	0	0	0	0	0	0	0	5793500	0	0	0	0	40898000	0	0	139750000	8221300	0	8277600	0	0	0	0	0	0	0	0	0	4004300	0	0	0	0	0	0	4712500	0	0	0	59113000	0	0	0	0	2266100	0	99191000	0	13713000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	14	37.7	37.7	37.7	70.492	0	86.402	233550000	54	E9QPB2;B9EID7;Q8CIT9;S4R2I1;A0A0R4J2A5	E9QPB2;B9EID7;Q8CIT9	Suprabasin	Sbsn
32822000	12510000	24982000	37475000	34443000	20949000	18719000	23099000	23077000	27509000	12882000	32362000	25832000	0	21908000	22947000	20367000	10701000	15606000	21720000	27662000	21319000	30591000	17363000	18857000	20775000	12006000	25259000	26374000	16819000	10576000	18533000	0	0	23479000	19839000	0	25450000	22477000	17311000	0	19292000	0	22252000	25057000	21980000	16847000	30393000	23627000	10299000	21431000	0	21080000	26109000	28550000	0	26150000	29534000	19435000	20777000	29524000	22755000	17725000	20768000	21913000	0	20399000	19784000	26716000	17973000	17618000	20430000	42476000	17110000	27909000	0	24211000	12479000	0	25029000	25940000	0	25199000	24593000	0	19102000	24228000	0	21109000	13181000	25136000	24937000	19249000	22923000	8973100	12064000	17542000	30369000	0	21575000	59935000	31758000	20113000	30021000	0	15456000	28408000	26454000	15683000	18131000	21438000	13243000	0	22508000	0	0	23319000	7751700	23340000	21113000	22740000	28417000	22407000	23739000	17772000	0	44855000	23283000	19286000	19568000	35782000	14	14	14	10.7	10.7	10.7	254.2	0	112.6	1311100000	136	E9QAT4;A2AIX1;Q8K000;Q80U43;F7BPW6;Q811L5;Q8R336;Q3TRA8;Q3TZR0	E9QAT4;A2AIX1		Sec16a
219580000	128820000	199180000	115380000	194140000	256860000	183470000	187890000	231710000	248980000	230060000	184150000	295760000	184200000	221100000	252230000	236140000	240310000	265040000	220230000	98590000	203260000	197850000	53442000	183340000	241010000	208870000	155090000	192240000	242270000	247440000	264760000	177720000	248590000	234570000	255470000	173730000	219170000	243630000	297690000	209500000	201770000	192300000	236350000	219520000	205670000	271650000	135200000	243750000	236580000	194370000	237760000	303500000	269280000	249390000	258430000	190140000	207450000	161480000	145140000	167330000	161640000	166080000	218130000	270350000	154760000	235200000	281110000	177260000	223810000	131270000	166950000	127270000	223050000	188630000	187870000	186330000	152120000	219820000	205270000	228660000	67701000	216400000	102310000	242230000	131070000	221070000	251060000	234810000	203990000	183390000	232230000	250040000	275290000	229760000	239510000	250510000	140060000	162230000	224410000	217620000	239320000	199730000	206660000	201310000	169870000	199610000	226090000	262020000	245310000	242270000	220160000	161680000	181930000	61401000	272760000	231990000	206920000	146830000	191070000	228110000	174740000	187650000	183520000	276590000	177520000	128340000	233330000	175140000	232180000	221860000	23	23	14	53.9	53.9	34.8	48.978	0	206.86	13231000000	1124	A0A0J9YTY0;A0A0J9YUL3;Q8C1B7;A0A0J9YUV6;A0A0J9YVA6	A0A0J9YTY0;A0A0J9YUL3;Q8C1B7	Septin-11	Sept11
22456000	0	0	24542000	19328000	20675000	0	27389000	0	0	0	22015000	0	0	0	0	0	0	0	0	0	0	29512000	0	0	26213000	0	0	33735000	0	0	0	0	0	24252000	0	0	0	20088000	0	0	0	0	0	0	0	0	0	0	0	0	0	30413000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25568000	0	0	23480000	0	0	0	0	27615000	0	0	38705000	0	0	0	0	0	0	0	0	0	0	0	0	30025000	24403000	0	0	0	38506000	0	0	0	0	0	31607000	0	0	0	0	0	39119000	0	0	27996000	25372000	0	0	24455000	0	24509000	0	27193000	0	0	0	0	14	14	14	10.6	10.6	10.6	195.43	0	9.6427	831030000	24	A0A0R4J1H8;E9QMY5;E9Q6I3;Q9QXN0;B7ZNA0	A0A0R4J1H8;E9QMY5;E9Q6I3;Q9QXN0;B7ZNA0	Protein Shroom3	Shroom3
257300000	114480000	303430000	537160000	337110000	294560000	336090000	273440000	253430000	132080000	357090000	175920000	297170000	177570000	201150000	294620000	273320000	337610000	366410000	177040000	204110000	209190000	283860000	137640000	265770000	388150000	408080000	147220000	196870000	245050000	333380000	459320000	175600000	227160000	182000000	385180000	185840000	272800000	220830000	436580000	292590000	296460000	352640000	265050000	209490000	277870000	363150000	238560000	252960000	279950000	112780000	188770000	240460000	167640000	191220000	286590000	163360000	212300000	191850000	202240000	251910000	281520000	179730000	194770000	331750000	275920000	216010000	244880000	382500000	208620000	209020000	217360000	198950000	210490000	291800000	114040000	289580000	157660000	296460000	189340000	274390000	274570000	250510000	173330000	315970000	224850000	281020000	426030000	222740000	412000000	217180000	155580000	211920000	204090000	376300000	241550000	344440000	325990000	261090000	350630000	345430000	482040000	282850000	261280000	278290000	209190000	258390000	235420000	166570000	293860000	299480000	306730000	404060000	145150000	127410000	321660000	219110000	559540000	145990000	209850000	226910000	274350000	221670000	270920000	284010000	286280000	213150000	263960000	280900000	229670000	325060000	14	14	14	74.6	74.6	74.6	13.527	0	110.32	17545000000	839	Q14AF6;P62317;D3Z5N9	Q14AF6;P62317;D3Z5N9	Small nuclear ribonucleoprotein Sm D2	Snrpd2;Gm5449
13770000	0	33825000	19635000	19959000	24621000	10854000	16378000	22613000	15279000	21846000	15600000	22989000	13015000	21710000	23352000	16965000	17483000	15522000	24130000	0	26871000	26149000	0	0	14716000	25423000	0	21449000	17310000	14470000	19746000	11527000	15760000	17628000	24314000	0	19352000	14236000	17353000	12429000	0	0	25263000	21359000	23541000	26837000	21872000	0	30368000	16814000	0	18506000	13956000	17763000	45776000	29840000	15689000	16611000	0	18884000	16223000	21496000	0	19791000	21173000	17575000	29920000	0	13879000	16745000	17521000	13779000	17076000	15226000	13264000	20912000	18078000	17859000	0	21095000	0	0	24768000	17209000	22255000	19131000	15699000	17149000	27608000	16257000	0	24402000	23148000	24793000	22644000	30621000	23718000	20775000	24350000	41410000	0	25412000	0	13480000	19744000	19784000	24261000	12661000	18885000	21732000	19006000	0	26400000	0	25363000	23122000	27686000	0	19795000	0	17546000	13922000	0	21613000	24174000	22727000	17620000	17027000	0	24342000	14	14	14	29.2	29.2	29.2	72.654	0	23.107	1180100000	169	Q3TVW1;Q8R1X6;D3Z3F8;D3Z1M5;D3Z2D6	Q3TVW1;Q8R1X6;D3Z3F8	Spartin	Spg20
378100000	289820000	909830000	1147000000	853050000	477550000	591730000	641720000	612260000	341850000	632730000	679410000	539560000	275430000	509860000	781930000	546390000	614590000	503530000	408980000	534050000	590200000	801760000	438420000	934040000	749860000	718730000	570160000	699260000	529410000	772540000	557550000	251630000	723690000	428060000	600190000	269770000	516290000	422620000	700940000	695110000	784530000	347550000	689430000	608650000	606100000	571310000	1214800000	673730000	492740000	425070000	346880000	469220000	412050000	490590000	432750000	496460000	267980000	630780000	714890000	600020000	935520000	494130000	471650000	544810000	494230000	479390000	595590000	848090000	392390000	583000000	554330000	720150000	628620000	663190000	455410000	697000000	600580000	673540000	851400000	651100000	74614000	828630000	457940000	600580000	583360000	504570000	797390000	562610000	690650000	437510000	384930000	662260000	488730000	615720000	558660000	861340000	957560000	944040000	715960000	821460000	870120000	669840000	683480000	592280000	503210000	476470000	621900000	377020000	667180000	615560000	582000000	569790000	631280000	29414000	681160000	757580000	850860000	490540000	589670000	620560000	633850000	434970000	610720000	528940000	565070000	879430000	423420000	617700000	537620000	682300000	14	14	14	33.9	33.9	33.9	29	0	323.31	39548000000	1726	Q8C671;Q62093;Q06477	Q8C671;Q62093	Serine/arginine-rich splicing factor 2	Srsf2
542640000	387590000	1948500000	2252500000	1937300000	826530000	1022000000	1609000000	1448500000	1078700000	1207000000	1344800000	1245400000	779070000	1001200000	1043400000	1400600000	1158500000	1051300000	1029100000	1538200000	1154400000	1931500000	893110000	1619600000	1705700000	1283600000	937600000	1269400000	1301800000	1002100000	1005200000	518190000	1273000000	1217900000	1140100000	602600000	911080000	1316000000	1590400000	1542500000	854160000	659780000	871090000	1440900000	1595100000	924810000	1930100000	1554400000	906900000	958740000	903960000	1334100000	1189200000	1235100000	1368300000	1143700000	723470000	765710000	1227300000	1350500000	1684800000	1111200000	1259700000	1133500000	544960000	794150000	1382700000	942370000	943060000	1311700000	1254600000	1261900000	1346700000	1480400000	815170000	949080000	1131400000	1740800000	1287900000	1664100000	241420000	1341000000	980140000	1073600000	1393500000	965490000	1211300000	1283100000	1188900000	1264900000	1351800000	1080800000	1264800000	1149500000	913890000	1184200000	2075700000	1665300000	1852200000	2179600000	1555000000	1669800000	1622700000	912820000	1206000000	866610000	1657500000	1043500000	1575400000	892310000	1493400000	661680000	1089400000	74042000	1459900000	1362700000	1406300000	849200000	1230200000	1238900000	1378700000	1081100000	1382200000	1008400000	977720000	1469800000	1343300000	840350000	1323900000	1823500000	15	14	14	75	75	75	14.203	0	160	77325000000	1322	Q3U781;Q9D6W4;P84104;A2A4X6	Q3U781;Q9D6W4;P84104;A2A4X6	Serine/arginine-rich splicing factor 3	Srsf3;Gm12355
18571000	22617000	0	13221000	16505000	11273000	19381000	19833000	10601000	17640000	16049000	16827000	12064000	17326000	17464000	24213000	12771000	14571000	14362000	17463000	0	19103000	14383000	14986000	21044000	12483000	15540000	17771000	18494000	15839000	17394000	12237000	13184000	20455000	16549000	13364000	0	24393000	14742000	14579000	13011000	19809000	0	20058000	16834000	12806000	18434000	16184000	13280000	14795000	0	13897000	14514000	14707000	14636000	23010000	21423000	22375000	25047000	18591000	14630000	14720000	25643000	15393000	13418000	0	17631000	20020000	21718000	0	0	11569000	18989000	19344000	15372000	0	34373000	22452000	0	12973000	9082100	18543000	16633000	19458000	15530000	15850000	13581000	18342000	16215000	10753000	12414000	14801000	16801000	22487000	14262000	27224000	14823000	14350000	12611000	0	20967000	12525000	11687000	14591000	19533000	16153000	18132000	14902000	15613000	15763000	14707000	0	14717000	19066000	0	23392000	19674000	21384000	22408000	14618000	22162000	16780000	16140000	16652000	17015000	15351000	17433000	18383000	13570000	13301000	13934000	14	14	14	30.6	30.6	30.6	85.965	0	90.655	1022600000	198	O55106;F8WH41;Q3UWX9;Q8BKL4;F6Z700	O55106;F8WH41;Q3UWX9;Q8BKL4	Striatin	Strn
25403000	15485000	21503000	35239000	38953000	23724000	25162000	41251000	23904000	27303000	26776000	27267000	22757000	0	20730000	22776000	30261000	26612000	22891000	17404000	0	20909000	36494000	48774000	23951000	26513000	28488000	0	26781000	23225000	22322000	27231000	19497000	25179000	21077000	32347000	19619000	23876000	33593000	22551000	19364000	17440000	0	23417000	30236000	29586000	28254000	31534000	28912000	25385000	0	19529000	28856000	29417000	26217000	48671000	28712000	21044000	21660000	28620000	33999000	0	26949000	26310000	25789000	10120000	23980000	22745000	27124000	22202000	17590000	26891000	20611000	22817000	33110000	0	21412000	28331000	23801000	26880000	0	0	13320000	17205000	25828000	22394000	23103000	27721000	24893000	31487000	32478000	0	30140000	0	22104000	21287000	28853000	45176000	20227000	36056000	36683000	35155000	39017000	34303000	26034000	0	21638000	29271000	27725000	33212000	21786000	20083000	0	22904000	0	40011000	33158000	31853000	20842000	28485000	30503000	21743000	21309000	23367000	25366000	20975000	18284000	30813000	16394000	25218000	31888000	14	14	14	58.9	58.9	58.9	38.094	0	33.915	1668600000	245	A0A0R4J0M1;Q8VCN9	A0A0R4J0M1;Q8VCN9	Tubulin-specific chaperone C	Tbcc
278820000	151910000	59243000	59229000	99801000	94432000	112500000	136400000	110390000	294250000	91499000	181530000	121190000	132440000	211630000	134020000	84771000	123140000	76555000	163390000	167800000	189020000	96943000	279910000	102280000	98322000	110630000	172560000	116990000	102690000	96451000	90525000	204660000	142130000	295740000	89484000	166220000	163590000	172060000	89072000	137470000	123520000	149170000	145710000	143800000	95112000	89462000	81680000	77883000	153990000	163830000	149350000	267390000	178460000	190560000	227260000	250390000	167310000	194140000	157400000	301520000	100490000	234130000	150220000	115330000	125410000	151630000	97612000	150400000	91115000	129000000	85593000	379060000	105840000	134900000	150720000	134400000	159380000	51745000	135690000	122440000	267830000	138400000	204480000	87000000	149910000	120620000	67525000	87891000	93060000	144040000	151050000	139390000	159720000	86918000	155590000	121520000	90483000	120950000	125910000	107270000	85674000	165040000	132560000	124160000	137880000	132930000	126680000	166580000	125390000	117150000	94346000	152300000	185220000	228760000	199550000	168550000	110210000	359470000	153150000	155480000	103930000	162820000	132890000	115710000	152010000	166850000	226830000	141620000	146900000	70759000	14	14	14	48.4	48.4	48.4	24.911	0	142.22	8861200000	740	Q9D1D4;Q3UFG5	Q9D1D4	Transmembrane emp24 domain-containing protein 10	Tmed10
